Address,Price
"222 Exeter St, Brooklyn, NY 11235","4,650,000"
"30 Main St #11BC, Brooklyn, NY 11201","6,888,000"
"446 Kent Ave APT 5A, Brooklyn, NY 11249","2,750,000"
"307 Autumn Ave, Brooklyn, NY 11208","799,000"
"204 Monroe St #1A, Brooklyn, NY 11216","859,000"
"4180 Ocean Ave, Brooklyn, NY 11235","4,400,000"
"223 Chauncey St, Brooklyn, NY 11233","1,425,000"
"226 Saint James Pl #2, Brooklyn, NY 11238","1,200,000"
"1890 Bergen St, Brooklyn, NY 11233","899,900"
"1940 20th Dr, Brooklyn, NY 11214","1,039,000"
"1144 E 101st St, Brooklyn, NY 11236","799,000"
"221 Roebling St, Brooklyn, NY 11211","3,350,000"
"618 Monroe St APT 403, Brooklyn, NY 11221","499,000"
"369 Harman St APT 1A, Brooklyn, NY 11237","560,000"
"2741 E 28th St #2AA, Brooklyn, NY 11235","230,000"
"1086 Sheepshead Bay Rd, Brooklyn, NY 11229","1,650,000"
"2211 Bragg St APT 6G, Brooklyn, NY 11229","229,000"
"1782 W 7th St, Brooklyn, NY 11223","828,000"
"2600 E 21st St APT 1B, Brooklyn, NY 11235","279,000"
"918 E 14th St APT C2, Brooklyn, NY 11230","235,000"
"1293 E 5th St APT 6G, Brooklyn, NY 11230","300,000"
"558 17th St, Brooklyn, NY 11215","1,850,000"
"345 Webster Ave APT 1M, Brooklyn, NY 11230","190,000"
"306 Gold St APT 10G, Brooklyn, NY 11201","1,182,000"
"442 97th St APT 2G, Brooklyn, NY 11209","869,000"
"8 Saint Marks Pl #2B, Brooklyn, NY 11217","1,369,000"
"7901 4th Ave #21B, Brooklyn, NY 11209","299,000"
"7511 Avenue X, Brooklyn, NY 11234","1,099,000"
"85 Jay St FRONT 5G, Brooklyn, NY 11201","1,215,000"
"118 8th Ave APT 10A, Brooklyn, NY 11215","1,285,000"
"35 Crown St APT 3C, Brooklyn, NY 11225","399,000"
"3235 Emmons Ave APT 426, Brooklyn, NY 11235","399,000"
"1780 E 22nd St, Brooklyn, NY 11229","1,350,000"
"730 Forbell St, Brooklyn, NY 11208","845,000"
"146 Bay 41st St, Brooklyn, NY 11214","1,150,000"
"39 Kenilworth Pl, Brooklyn, NY 11210","999,000"
"709 E 51st St, Brooklyn, NY 11203","899,000"
"13 Nova Ct, Brooklyn, NY 11229","699,000"
"440 Van Brunt St, Brooklyn, NY 11231","13,995,000"
"1520 Bedford Ave APT 4A, Brooklyn, NY 11216","699,000"
"1105 Winthrop St, Brooklyn, NY 11212","400,000"
"974 E 43rd St, Brooklyn, NY 11210","550,000"
"447 Humboldt St PENTHOUSE A, Brooklyn, NY 11211","1,350,000"
"97 S 8th St APT 22, Brooklyn, NY 11249","325,000"
"57 Wyckoff St, Brooklyn, NY 11201","12,500,000"
"709 E 51st St, Brooklyn, NY 11203","899,000"
"13 Nova Ct, Brooklyn, NY 11229","699,000"
"440 Van Brunt St, Brooklyn, NY 11231","13,995,000"
"1520 Bedford Ave APT 4A, Brooklyn, NY 11216","699,000"
"1105 Winthrop St, Brooklyn, NY 11212","400,000"
"974 E 43rd St, Brooklyn, NY 11210","550,000"
"447 Humboldt St PENTHOUSE A, Brooklyn, NY 11211","1,350,000"
"97 S 8th St APT 22, Brooklyn, NY 11249","325,000"
"57 Wyckoff St, Brooklyn, NY 11201","12,500,000"
"709 E 51st St, Brooklyn, NY 11203","899,000"
"13 Nova Ct, Brooklyn, NY 11229","699,000"
"440 Van Brunt St, Brooklyn, NY 11231","13,995,000"
"1520 Bedford Ave APT 4A, Brooklyn, NY 11216","699,000"
"1105 Winthrop St, Brooklyn, NY 11212","400,000"
"974 E 43rd St, Brooklyn, NY 11210","550,000"
"447 Humboldt St PENTHOUSE A, Brooklyn, NY 11211","1,350,000"
"97 S 8th St APT 22, Brooklyn, NY 11249","325,000"
"57 Wyckoff St, Brooklyn, NY 11201","12,500,000"
"709 E 51st St, Brooklyn, NY 11203","899,000"
"13 Nova Ct, Brooklyn, NY 11229","699,000"
"440 Van Brunt St, Brooklyn, NY 11231","13,995,000"
"1520 Bedford Ave APT 4A, Brooklyn, NY 11216","699,000"
"1105 Winthrop St, Brooklyn, NY 11212","400,000"
"974 E 43rd St, Brooklyn, NY 11210","550,000"
"447 Humboldt St PENTHOUSE A, Brooklyn, NY 11211","1,350,000"
"97 S 8th St APT 22, Brooklyn, NY 11249","325,000"
"57 Wyckoff St, Brooklyn, NY 11201","12,500,000"
"709 E 51st St, Brooklyn, NY 11203","899,000"
"13 Nova Ct, Brooklyn, NY 11229","699,000"
"440 Van Brunt St, Brooklyn, NY 11231","13,995,000"
"1520 Bedford Ave APT 4A, Brooklyn, NY 11216","699,000"
"1105 Winthrop St, Brooklyn, NY 11212","400,000"
"974 E 43rd St, Brooklyn, NY 11210","550,000"
"447 Humboldt St PENTHOUSE A, Brooklyn, NY 11211","1,350,000"
"97 S 8th St APT 22, Brooklyn, NY 11249","325,000"
"57 Wyckoff St, Brooklyn, NY 11201","12,500,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"3750 Hudson Manor Ter APT 2AW, Bronx, NY 10463","388,000"
"1616 Taylor Ave, Bronx, NY 10460","519,000"
"1104 Elder Ave APT 3M, Bronx, NY 10472","82,000"
"2186 Cruger Ave APT 3B, Bronx, NY 10462","114,900"
"49B Edgewater Park Park, Bronx, NY 10465","485,000"
"1224 Mace Ave, Bronx, NY 10469","699,000"
"6200 Riverdale Ave #4K, Bronx, NY 10471","180,000"
"1922 McGraw Ave #4A, Bronx, NY 10462","155,000"
"935 E 178th St, Bronx, NY 10460","160,000"
"6056 Netherland Ave, Bronx, NY 10471","995,000"
"4035 De Reimer Ave, Bronx, NY 10466","555,900"
"864 E 215th St, Bronx, NY 10467","300,000"
"4645 Delafield Ave, Bronx, NY 10471","3,500,000"
"941 Jerome Ave APT 3B, Bronx, NY 10452","145,000"
"1373 Hollywood Ave, Bronx, NY 10461","574,999"
"2023 Belmont Ave APT 5D, Bronx, NY 10457","175,000"
"3231 Barker Ave APT 1C, Bronx, NY 10467","118,000"
"2187 Holland Ave APT 4H, Bronx, NY 10462","109,900"
"555 Kappock St APT 8C, Bronx, NY 10463","390,000"
"2191 Bolton St APT 2E, Bronx, NY 10462","100,000"
"61 W 184th St, Bronx, NY 10468","679,000"
"1002 Clarence Ave, Bronx, NY 10465","599,000"
"1611 Hammersley Ave, Bronx, NY 10469","499,000"
"412 Swinton Ave, Bronx, NY 10465","475,000"
"601 Pelham Pkwy N APT 110, Bronx, NY 10467","225,000"
"1705 Purdy St APT 6C, Bronx, NY 10462","285,000"
"3171 Fairmount Ave, Bronx, NY 10465","739,000"
"2922 Barnes Ave APT 2L, Bronx, NY 10467","139,000"
"601 Pelham Pkwy N APT 409, Bronx, NY 10467","299,900"
"1544 Ohm Ave, Bronx, NY 10465","665,000"
"3121 Middletown Rd APT 6K, Bronx, NY 10461","349,000"
"4 Fordham Hill Oval APT 9C, Bronx, NY 10468","249,999"
"7 Delafield Way, Bronx, NY 10471","1,699,000"
"3125 Tibbett Ave APT 6G, Bronx, NY 10463","299,000"
"4416 Monticello Ave, Bronx, NY 10466","659,000"
"1172 Fairfax Ave, Bronx, NY 10465","689,000"
"3240 Riverdale Ave APT 4G, Bronx, NY 10463","185,000"
"360 W 253rd St, Bronx, NY 10471","9,800,000"
"847 E 214th St #2, Bronx, NY 10467","689,000"
"456 E 146th St, Bronx, NY 10455","699,000"
"983 Pierce Ave, Bronx, NY 10462","685,000"
"4380 Vireo Ave APT 4B, Bronx, NY 10470","109,000"
"290 E 201st St, Bronx, NY 10458","990,000"
"2750 Olinville Ave APT 5K, Bronx, NY 10467","235,000"
"1928 Hunt Ave, Bronx, NY 10462","639,900"
"3511 Grace Ave, Bronx, NY 10466","615,000"
"240 Betts Ave, Bronx, NY 10473","185,000"
"5803 Mosholu Ave, Bronx, NY 10471","825,000"
"1629 Pelham Pkwy N, Bronx, NY 10469","729,900"
"1331 Chisholm St, Bronx, NY 10459","459,000"
"1621 Harding Park, Bronx, NY 10473","649,000"
"450 Devoe Ave, Bronx, NY 10460","479,900"
"1966 Newbold Ave APT 902, Bronx, NY 10472","170,000"
"3512 Oxford Ave APT 6D, Bronx, NY 10463","268,000"
"5 Fordham Hill Oval APT 7D, Bronx, NY 10468","165,000"
"2278 Hampden Pl, Bronx, NY 10468","525,000"
"1045 Anderson Ave APT 4E, Bronx, NY 10452","185,000"
"3015 Riverdale Ave APT 2A, Bronx, NY 10463","190,000"
"1970 E Tremont Ave APT 9F, Bronx, NY 10462","1,250,000"
"3246 Radio Dr, Bronx, NY 10465","650,000"
"1808 Patterson Ave, Bronx, NY 10473","699,000"
"5420 Netherland Ave APT B63, Bronx, NY 10471","234,900"
"2707 Netherland Ave, Bronx, NY 10463","998,900"
"1 Edgewater Park #C, Bronx, NY 10465","139,000"
"3757 Barnes Ave, Bronx, NY 10467","629,000"
"5730 Mosholu Ave APT 4F, Bronx, NY 10471","189,000"
"1591 Metropolitan Ave APT 5H, Bronx, NY 10462","264,000"
"2726 Eastchester Rd, Bronx, NY 10469","590,000"
"3265 Tierney Pl, Bronx, NY 10465","635,000"
"3103 Fairfield Ave APT 8K, Bronx, NY 10463","315,000"
"2390 Palisade Ave APT 2B, Bronx, NY 10463","409,900"
"1650 Astor Ave, Bronx, NY 10469","1,500,000"
"6114 Fieldston Rd, Bronx, NY 10471","800,000"
"539 E 148th St, Bronx, NY 10455","885,000"
"988 Adee Ave, Bronx, NY 10469","625,000"
"3928 Monticello Ave, Bronx, NY 10466","650,000"
"555 Kappock St APT 16M, Bronx, NY 10463","169,000"
"828 Gerard Ave UNIT 1H, Bronx, NY 10451","207,000"
"680-12 Delafield Way, Bronx, NY 10471","2,150,000"
"1047 E 214th St, Bronx, NY 10469","769,000"
"1159 Throgmorton Ave, Bronx, NY 10465","1,098,000"
"73 Earley St, Bronx, NY 10464","749,000"
"860 Grand Concourse APT 5G, Bronx, NY 10451","149,000"
"4401 Manhattan College Parkway, College, NY 10471","2,785,000"
"2922 Barnes Ave APT 4C, Bronx, NY 10467","165,000"
"750 Kappock St APT 1208, Bronx, NY 10463","460,000"
"4561 Richardson Ave #A, Bronx, NY 10470","649,000"
"2390 Palisade Ave APT 4F, Bronx, NY 10463","449,900"
"1591 Metropolitan Ave, Bronx, NY 10462","264,000"
"5 Fordham Hill Oval APT 8C, Bronx, NY 10468","268,000"
"601 Kappock St APT 6K, Bronx, NY 10463","390,000"
"4465 Douglas Ave APT 15L, Bronx, NY 10471","1,800,000"
"1063 Burke Ave, Bronx, NY 10469","664,000"
"2429 Matthews Ave, Bronx, NY 10467","719,000"
"555 Kappock St APT 17T, Bronx, NY 10463","345,000"
"3720 Independence Ave APT 1A, Bronx, NY 10463","299,000"
"700 Brook Ave APT 4A, Bronx, NY 10455","275,888"
"5700 Arlington Ave APT 4X, Bronx, NY 10471","365,000"
"555 Kappock St APT 25T, Bronx, NY 10463","229,000"
"3512 Oxford Ave APT L1, Bronx, NY 10463","250,000"
"1553 Unionport Rd APT 6A, Bronx, NY 10462","187,000"
"1002 Wilcox Ave, Bronx, NY 10465","799,000"
"2530 Independence Ave APT 3A, Bronx, NY 10463","190,000"
"91 E 208th St APT 5G, Bronx, NY 10467","125,000"
"218 E 179th St, Bronx, NY 10457","975,000"
"464 E 187th St #B, Bronx, NY 10458","775,000"
"3215 Arlington Ave APT 4J, Bronx, NY 10463","387,000"
"2146 Mapes Ave, Bronx, NY 10460","575,000"
"750 Kappock St APT 415, Bronx, NY 10463","495,000"
"1118 Underhill Ave, Bronx, NY 10472","819,000"
"2156 Cruger Ave APT 4C, Bronx, NY 10462","159,000"
"4901 Henry Hudson Pkwy W APT 8L, Bronx, NY 10471","239,500"
"136D Edgewater Park Park #136D, Bronx, NY 10465","275,000"
"3635 Johnson Ave APT 5N, Bronx, NY 10463","399,000"
"1033 Rev James A Polite Ave, Bronx, NY 10459","485,000"
"3135 Johnson Ave APT 5A, Bronx, NY 10463","324,900"
"2830 Briggs Ave APT 1G, Bronx, NY 10458","270,000"
"4911 Arlington Ave, Bronx, NY 10471","3,199,900"
"628 W 238th St APT 5A, Bronx, NY 10463","749,500"
"3245 Perry Ave APT 1C, Bronx, NY 10467","260,000"
"953 Elder Ave, Bronx, NY 10473","799,000"
"1443 Beach Ave, Bronx, NY 10460","985,000"
"555 Kappock St APT 12L, Bronx, NY 10463","365,000"
"1281 E 223rd St, Bronx, NY 10466","469,000"
"2805A Creston Ave #A6, Bronx, NY 10468","260,000"
"818 E 222nd St, Bronx, NY 10467","719,000"
"3245 Perry Ave APT 3G, Bronx, NY 10467","265,000"
"800 Grand Concourse APT 5HN, Bronx, NY 10451","329,000"
"3452 Ely Ave, Bronx, NY 10469","765,000"
"2493 Marion Ave, Bronx, NY 10458","529,000"
"2327 Washington Ave, Bronx, NY 10458","549,000"
"860 Grand Concourse APT 1A, Bronx, NY 10451","200,000"
"545 Vincent Ave, Bronx, NY 10465","625,000"
"800 Grand Concourse APT 2SS, Bronx, NY 10451","305,000"
"253 Revere Ave, Bronx, NY 10465","649,999"
"600 Clarence Ave APT 1H, Bronx, NY 10465","525,000"
"2861 Coddington Ave, Bronx, NY 10461","949,000"
"478 King Ave, Bronx, NY 10464","1,299,000"
"601 Kappock St APT 2M, Bronx, NY 10463","282,500"
"298 W 234th St, Bronx, NY 10463","799,999"
"2311 Ely Ave, Bronx, NY 10469","1,288,000"
"1647 C Radcliff Ave #B, Bronx, NY 10462","559,000"
"235 Brinsmade Ave, Bronx, NY 10465","570,000"
"369 E 187th St, Bronx, NY 10458","600,000"
"3300 Watt Ave, Bronx, NY 10465","1,250,000"
"4330 Matilda Ave, Bronx, NY 10466","759,999"
"2420 Morris Ave APT 4C, Bronx, NY 10468","170,000"
"8 Magnolia Pl #8, Bronx, NY 10465","450,000"
"652 Crotona Park S, Bronx, NY 10456","909,000"
"3333 Henry Hudson Pkwy #15LM, Bronx, NY 10463","995,000"
"24 Maple Ave #24, Bronx, NY 10465","449,999"
"1330 Prospect Ave, Bronx, NY 10459","775,000"
"2920 Baisley Ave, Bronx, NY 10461","559,000"
"1 Hazel Pl #1, Bronx, NY 10465","424,000"
"2550 Olinville Ave APT 13E, Bronx, NY 10467","225,000"
"2546 Bailey Ave, Bronx, NY 10463","625,000"
"1711 Astor Ave, Bronx, NY 10469","559,000"
"3457 Ely Ave, Bronx, NY 10469","499,000"
"4321 Kepler Ave, Bronx, NY 10470","650,000"
"51B Edgewater Park Park #51B, Bronx, NY 10465","357,900"
"5715 Mosholu Ave APT 4H, Bronx, NY 10471","179,000"
"1460 Parkchester Rd APT 4B, Bronx, NY 10462","295,000"
"2244 Bronx Park E APT 6A, Bronx, NY 10467","250,000"
"2533 Tenbroeck Ave, Bronx, NY 10469","639,000"
"1889 Lacombe Ave, Bronx, NY 10473","895,000"
"1259 Grant Ave APT 5H, Bronx, NY 10456","230,000"
"512 Morris Park Ave, Bronx, NY 10460","699,000"
"3000 Valentine Ave APT 2E, Bronx, NY 10458","265,000"
"820 Boynton Ave APT 8A, Bronx, NY 10473","189,000"
"3221 Middletown Rd #3G, Bronx, NY 10465","155,000"
"3536 Cambridge Ave APT 7D, Bronx, NY 10463","595,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"2071 Homer Ave, Bronx, NY 10473","250,000"
"1383 Plimpton Ave #3A, Bronx, NY 10452","110,000"
"1230 Boston Rd APT 29, Bronx, NY 10456","100,000"
"757 E 169th St #1E, Bronx, NY 10456","65,000"
"1383 Plimpton Ave APT 2-D, Bronx, NY 10452","144,000"
"1103 Franklin Ave APT 14, Bronx, NY 10456","87,500"
"1842 Holland Ave, Bronx, NY 10462","715,000"
"2962 Lafayette Ave, Bronx, NY 10465","675,000"
"1182 Jackson Ave, Bronx, NY 10456","950,000"
"460 N Burgher Ave, Staten Island, NY 10310","674,999"
"20 Forrestal Ct, Staten Island, NY 10312","599,000"
"17 Fairbanks Ave, Staten Island, NY 10306","598,000"
"21 Hunter St, Staten Island, NY 10304","2,800,000"
"116 Marine Way, Staten Island, NY 10306","539,000"
"174 Myrtle Ave, Staten Island, NY 10310","499,888"
"48 Millennium Loop, Staten Island, NY 10309","689,000"
"4969 Amboy Rd, Staten Island, NY 10312","845,000"
"32 Devon Pl, Staten Island, NY 10301","850,000"
"168 Moreland St, Staten Island, NY 10306","698,000"
"156 N Pine Ter, Staten Island, NY 10312","1,150,000"
"123 Roe St, Staten Island, NY 10310","199,000"
"782 Ionia Ave, Staten Island, NY 10312","999,999"
"147 Steuben St, Staten Island, NY 10304","880,000"
"0 Lockman Pl, Staten Island, NY 10303","1,500"
"50 Seneca Loop, Staten Island, NY 10314","485,000"
"1067 Rensselaer Ave, Staten Island, NY 10309","699,900"
"43 Sandywood Ln, Staten Island, NY 10309","499,000"
"86 Chapin Ave, Staten Island, NY 10304","1,148,000"
"586 Henderson Ave, Staten Island, NY 10310","599,000"
"3553 Hylan Blvd, Staten Island, NY 10308","639,000"
"218 Fairview Ave, Staten Island, NY 10314","749,000"
"47A McDivitt Ave #1, Staten Island, NY 10314","489,000"
"204 Tysens Ln, Staten Island, NY 10306","599,888"
"167 Tysens Ln, Staten Island, NY 10306","599,000"
"347 Elvin St, Staten Island, NY 10314","534,000"
"53 Vera St #B, Staten Island, NY 10305","99,750"
"4114 Richmond Ave, Staten Island, NY 10312","599,999"
"186 Flagg Pl, Staten Island, NY 10304","3,650,000"
"33 Groton St, Staten Island, NY 10312","699,000"
"207 Park St, Staten Island, NY 10306","829,000"
"24 Luigi Ct, Staten Island, NY 10306","1,288,000"
"14 Penton St, Staten Island, NY 10309","594,900"
"496 Greeley Ave, Staten Island, NY 10306","674,999"
"738 Barlow Ave, Staten Island, NY 10312","549,998"
"492 Saint George Rd, Staten Island, NY 10306","1,499,999"
"0 The Blvd, Staten Island, NY 10314","125,000"
"155 Yetman Ave, Staten Island, NY 10307","599,000"
"19 Monroe Ave, Staten Island, NY 10301","699,000"
"285 Adelaide Ave, Staten Island, NY 10306","899,999"
"351 Guyon Ave, Staten Island, NY 10306","550,000"
"6 Crown Pl, Staten Island, NY 10312","1,399,000"
"54 Quinlan Ave, Staten Island, NY 10314","609,000"
"57 Middle Loop Rd, Staten Island, NY 10308","679,000"
"78 Prospect Ave, Staten Island, NY 10301","399,000"
"27 Bruno Ln, Staten Island, NY 10307","1,199,000"
"63 Cliff St, Staten Island, NY 10305","698,000"
"4185 Amboy Rd APT 5, Staten Island, NY 10308","349,999"
"4 Benton Ave, Staten Island, NY 10305","629,000"
"39 Lynn Ct, Staten Island, NY 10314","445,000"
"83 Boylan St, Staten Island, NY 10312","679,999"
"38 Todt Hill Rd, Staten Island, NY 10314","628,000"
"107 Albion Pl, Staten Island, NY 10302","450,000"
"49 Vera St APT A, Staten Island, NY 10305","188,000"
"18 Westcott Blvd #2, Staten Island, NY 10314","1,149,000"
"287 Edinboro Rd, Staten Island, NY 10306","1,850,000"
"9 Waterside Pkwy, Staten Island, NY 10308","500,000"
"17 Erwin Ct, Staten Island, NY 10306","599,000"
"10 Malone Ave, Staten Island, NY 10306","929,900"
"56 Case Ave, Staten Island, NY 10309","679,000"
"36 Abingdon Ct, Staten Island, NY 10308","580,000"
"9 Center Pl, Staten Island, NY 10306","339,000"
"189 Pond Way #B, Staten Island, NY 10303","299,000"
"145 Hylan Blvd, Staten Island, NY 10305","638,888"
"241 Wiman Ave, Staten Island, NY 10308","644,500"
"65 Elmwood Park Dr APT 1, Staten Island, NY 10314","288,000"
"208 Sinclair Ave, Staten Island, NY 10312","929,000"
"3561 Amboy Rd, Staten Island, NY 10306","649,000"
"27 Miller St, Staten Island, NY 10314","609,000"
"50 Green Valley Rd, Staten Island, NY 10312","650,000"
"403 Manhattan St, Staten Island, NY 10307","628,888"
"36 Hamilton Ave APT 6H, Staten Island, NY 10301","289,500"
"18 Piedmont Ave, Staten Island, NY 10305","768,000"
"1100 Clove Rd APT 10N, Staten Island, NY 10301","299,000"
"20 Donna Ct APT 9, Staten Island, NY 10314","308,000"
"45 Scott Ave, Staten Island, NY 10305","674,999"
"281 Raritan Ave, Staten Island, NY 10305","898,000"
